FollowsByCommunity,screenName,followers_count,location,name,created_at,description
138,VoicesBelarus,10311,Minsk,Voices from Belarus,2020-07-02 11:34:19,"Stories of people hoping for a democratic Belarus. Created, translated and moderated by a collective of independent authors and translators."
243,nexta_tv,65738,,NEXTA,2013-09-21 21:24:04,"Belarus's largest Telegram channel. Here in English to let the world know.

https://t.co/CitNkE181w
https://t.co/HwFyiPzTiJ
https://t.co/55P3nZpwfK

Pronounced nekhta - Bel. for someone"
236,sadmikalai,355904,Беларусь,Грустный Коленька,2015-05-28 15:15:57,"https://t.co/yrd1WXjBXT
Первый после падшего бога. Бастард. 
Белорусский Гном Гномыч. 
Краш, да не ваш."
117,kykyorg,18252,"Минск, Беларусь",KYKY.ОRG,2010-02-10 22:05:42,Умный беларуский лайфстайл.
214,navalny,2612069,Moscow,Alexey Navalny,2009-10-14 07:12:44,"Основатель Фонда борьбы с коррупцией, лидер партии Россия Будущего."
100,1863x,14829,,Eduard Palchys,2014-09-08 15:24:33,https://t.co/ZXTXzhfQwn https://t.co/UVxzNN7iDr https://t.co/73o901MXXW https://t.co/N4h5QBye2N https://t.co/2FCy3xB4TX
89,BelarusFeed,4310,"Minsk, Belarus",BelarusFeed,2014-03-09 07:56:11,"Daily news from Belarus, life, facts, business and culture. Retweet ≠ endorsement"
87,belpartisan,41673,Минск,Белорусский партизан,2012-02-27 14:46:13,Официальный твиттер сайта Белорусский партизан
86,symbalby,10113,"Belarus, Minsk",symbal.by,2014-04-11 08:31:17,"Крама спыніла сваю працу да лепшых часоў.
Чаму і як дапамагчы: https://t.co/wHxPKgxDya

symbalby@gmail.com
#symbalby"
80,m_for_mixacb,8380,"Минск, Беларусь",Миша Ильин,2011-06-27 07:10:26,"«Илья из твиттера», Михась из @euroradio"
79,sergechaly,6212,"54.706755,24.906767",Serge Chaly,2009-03-09 17:18:25,
153,BelarusMID,17046,,МИД Беларуси 🇧🇾,2011-08-25 07:25:00,Официальный twitter-аккаунт Министерства иностранных дел Республики Беларусь (For tweets in English please follow @BelarusMFA)
75,Belsat_Eng,9849,"Minsk, Belarus",Belsat in English,2013-11-03 19:28:38,The first independent TV in Belarus
147,A_Shraibman,8402,"Минск, Беларусь ",Artyom Shraibman,2014-09-30 07:44:35,
70,LinkeviciusL,96274,Lithuania,Linas Linkevicius,2012-12-28 14:18:07,Former Minister of Defence and former Minister of Foreign Affairs 🇱🇹
67,gypsynkov,5108,Minsk,Gypsynkov,2015-02-12 08:46:33,This is the way.
66,naviny,10061,Минск,Naviny.by,2009-05-04 09:29:10,Первая онлайн-газета Беларуси
58,NowBelarus,2559,"Minsk, Belarus",NowBelarus,2020-08-10 00:43:28,Now it's time for #Belarus
58,CityDog_by,55878,,CityDog.by,2012-05-02 10:24:43,Это наш город!
114,varlamov,451649,Moscow,Ilya Varlamov,2009-05-16 11:19:20,"Ilya Varlamov. Журналист, архитектор, фотограф, основатель фонда Городские проекты. Иногда я ворую чужие твиты, мне стыдно. Мой номер для СМС: +7-000-00-00"
57,viasna96,7451,Belarus,Viasna,2011-02-07 13:54:14,Праваабарончы цэнтр Вясна
113,max_katz,213385,"Москва, Россия",Максим Кац,2009-06-17 01:16:02,"Директор Городских Проектов, урбанистический магистр. Контакты: +7(910)442-1312, телеграм: https://t.co/tbhrP7Rbjs"
53,goalsby,18173,Минск,Tribuna.com Беларусь,2010-05-04 16:07:08,Самые свежие новости спорта. Наш телеграм: https://t.co/24CDNCjyul
53,mvd_by,20282,Республика Беларусь,МВД Беларуси,2011-04-14 14:05:49,Министерство внутренних дел Республики Беларусь
102,tvrain,2103135,Moscow,Дождь,2010-04-23 16:36:11,Читайте нас и в телеграме → https://t.co/x3XmW7L0AL
51,Chilikto,81167,Минск,Чилик,2011-12-11 02:48:43,"Посол Беларуси в рунете; Иллюстратор;
Фотомодель
https://t.co/jJdXJObqir"
50,ewenk_yu,6922,Минск,Eugeny Yushkevich (Эwenk),2015-12-03 08:45:32,"Hunter, https://t.co/HmYGrFM1Zn co-founder, ex-investigator, android-dev, master of (criminal) law, some military, some IT
сугубо личный тви и личное мнение"
48,TadeuszGiczan,17728,"Warsaw, London",Tadeusz Giczan,2018-11-21 22:45:57,"Editor-in-Chief @Nexta_tv, PhD Researcher @UCLSSEES. Belarus' crony socialism⬜️🟥⬜️Traditional architecture enthusiast. Sufferer of WHU⚒️Torpedo Minsk"
48,rada_vision,1095,Belarus,Координационный совет/ Coordination Council,2020-10-01 19:49:29,"Представительный орган беларуского общества. https://t.co/YQDyc64PTz

— преодоление политического кризиса
— обеспечение согласия в обществе
— защита суверенитета"
48,_belarus,9073,"Minsk, Belarus",UDF.BY,2009-07-27 11:35:11,Ежедневные белорусские новости
47,budzma,8203,Belarus,Будзьма беларусамі!,2009-07-15 06:35:00,Грамадская культурніцкая кампанія “Будзьма беларусамі!”
47,BelarusMFA,15711,Minsk,Belarus MFA 🇧🇾,2011-05-13 10:59:53,Official English language twitter of the Ministry of Foreign Affairs of the Republic of Belarus (For tweets in Belarusian and Russian please follow @BelarusMID)
45,USEmbBy,6862,Minsk,U.S. Embassy Minsk,2014-12-30 11:09:20,Welcome to the offical U.S. Embassy Minsk Twitter account. (RT/Follow ≠ endorsement) See us on Facebook: https://t.co/hww7e02DMa
44,pr0tez,10040,,Roman Protasevich,2011-07-14 11:10:47,Первый в истории журналист-террорист
44,mc_maxim,147781,Минск,Maxim Pushkin,2010-06-14 11:55:59,Корреспондент @tutby в Минске. +375256688514 https://t.co/cipAu2apgJ
43,MBogretsov,1731,,Maxim Bogretsov,2020-09-30 11:13:38,Неравнодушный программист. Новый проект: превратить идею свободной Беларуси в реальность
43,Den_2042,5986,Belgium,Denis Kazakiewicz,2016-01-27 20:35:03,"Data analyst, activist and reporter. Tweets are my own."
43,Alekzander_Luk,86704,Минск,Саша 3%,2013-07-23 09:18:12,Лучшый спецыалист во всем! Папа лучшэго сына в мирэ!
43,postimby,69294,Беларусь,Постим Беларусь!,2014-01-30 18:06:30,"Фото интересных мест, основные новости Беларуси"
42,ZmDashkevich,3714,,Зьміцер Дашкевіч,2016-12-16 21:31:25,Жыве!
41,Dedoooshka,5083,Беларусь,Дедушка,2019-05-17 14:41:50,Co-founder: @standuphall В данном акаунте все шутки ради шутки и больше вымысел ради шутки
41,Veterrr,4867,Minsk,Ivan Radziankou,2010-04-13 16:57:19,All I have are owlful thoughts!
41,beltanews,35166,Republic of Belarus,БЕЛТА,2011-03-04 07:42:00,
39,112by,81409,"Беларусь, Минск",112.by МЧС Беларуси,2011-06-02 08:32:00,"О том, чего не стОит делать в жизни. Телефон службы спасения - 101 (112). Виталий Новицкий, офиц. представитель МЧС
Ministry for Emergency Situations of Belarus"
39,BFreeTheatre,14086,London | Minsk,Belarus Free Theatre,2013-02-05 11:20:09,"More than a theatre company. Artists fighting dictatorship. Currently reporting live from :📍Minsk, Belarus #StandWithBelarus"
39,medulla_ossium,15142,,Плоткина,2015-01-27 23:45:18,адекватная
37,villagebel,3758,Republic of Belarus,The Village Беларусь,2017-06-01 10:34:13,"Гарадская інтэрнэт-газета: усё пра культурнае і грамадскае жыццё, забавы, ежу, паслугi і людзей у Мінску."
70,meduzaproject,1388056,,Meduza,2014-09-11 14:10:18,Это «Медуза». Только самые важные новости и тексты https://t.co/s0cFqJ6kOv https://t.co/wCrm5RGmEv https://t.co/lU7ROUmIgI
66,yurydud,827542,Москва,Юрий Дудь,2011-11-28 20:44:34,
32,Belarus_24,8594,,Belarus_24,2012-01-03 06:43:40,"Официальная страница международного телеканала «Беларусь 24»: новости Беларуси и Минска, обзоры и фоторепортажи, анонсы программ, факты о #Беларусь."
31,mborzunova,35380,подольск рабочий город мой,маша борзунова,2011-06-02 20:10:30,"веду fake news, корреспонденчу на тк дождь"
31,v_milov,115720,"Москва, Россия",Vladimir Milov,2010-08-15 20:28:17,Подписывайтесь на мой ютуб-канал - трезвый глобалистский взгляд на мир без пропаганды и конспирологии
30,belarusian,4207,Minsk,Andrey Dzmitryeu,2009-04-04 15:03:11,📍политик 📍Кандидат в президенты Беларуси 📍Сопредседатель  «Говори правду»
29,kpby,58727,"Minsk, Belarus",KP in Belarus,2009-05-14 06:41:06,"Новости из Беларуси, лучшей в мире страны. 
Хотите сообщить нам что-то важное? Сообщайте!
Бот в телеграме @kpbelBot"
29,by_Interfax,78276,Беларусь,interfax.by,2009-11-02 12:09:52,Самые актуальные темы Беларуси! Новости и не только - на портале interfax.by
28,Racyja,7057,Беларусь,Radyjo Racyja,2013-01-17 15:11:59,"БЕЛАРУСКАЕ РАДЫЁ РАЦЫЯ вяшчае на беларускай мове на тэрыторыі Беларусі, Польшчы і Літвы. Беласток - Гродна 98,1 FM, Брэст 99,2 FM."
28,strana888,4230,,Страна для жизни,2020-05-20 22:54:15,"Сообщество тех, кто хочет жить в Стране Для Жизни и готов принимать в этом строительстве активное участие.  Ссылка на канал: https://t.co/Ra6OCa2knW"
28,artsiadziba,5605,"Miensk, Belarus",Арт Сядзіба,2011-12-24 01:12:38,Мы — некамерцыйная арганізацыя і адкрытая культурная пляцоўка ў цэнтры Мінску.
25,gazetabycom,5485,"Minsk, Belarus",Салідарнасць – главные новости Беларуси,2011-07-22 10:40:11,"Свежий взгляд на каждый день.
Мы в Facebook: https://t.co/O20Hq8BYRK
Телеграм: https://t.co/Ay0Qs0Hika"
25,kavaleuski,1804,,Valery Kavaleuski,2009-10-28 18:28:24,"Representative on Foreign Affairs of @Tsihanouskaya
Georgetown MSFS'14
Belarusian State University'98
Belarus MFA 1998-2006"
25,Grybauskaite_LT,250662,"Vilnius, Lithuania",Dalia Grybauskaitė,2012-11-21 07:59:56,Former President of the Republic of Lithuania
50,mich261213,788973,London,Ходорковский Михаил,2014-03-07 21:44:35,"Пишу сам. Ищу единомышленников. Излагаю личную позицию. С хамами не общаюсь, поскольку надоели."
25,AlexKokcharov,26084,London,Alex Kokcharov,2014-03-31 09:19:29,"Country risk analyst focused on #Russia, #Ukraine, #Belarus, #Eurasia & #Caucasus. All views are my own, RT ≠ endorsement. #ENTP"
25,marcinkievich,3722,,"Дунем, Марцінкевіч?",2014-08-27 21:04:01,иллюстрирую эффект Даннинга-Крюгера
24,vicmartinovich,2826,,Victor Martinovich,2010-03-13 02:15:58,
24,GUVD_Minsk,95357,"Беларусь, Минск",GUVD_Minsk,2010-04-30 12:14:18,ГУВД Мингорисполкома
24,sguriev,111339,Paris,Sergei Guriev,2010-07-08 05:12:27,"Professor of Economics, Sciences Po, Paris. Former Chief Economist, EBRD. Former Rector of the New Economic School, Moscow."
23,mediazona_by,10240,,Медиазона. Беларусь,2020-06-29 22:54:02,Пишем о столкновении человека и государства
23,golos_by,1470,Belarus,Платформа Голос,2020-07-31 16:30:52,Проголосовать за переговоры: https://t.co/AhMRXPN4am
46,SobolLubov,311812,,Соболь Любовь,2011-02-25 23:52:28,"Аккаунт юриста ФБК, независимого кандидата в Госдуму по ЦАО Москвы. С 29 января Соболь находится под домашним арестом, поэтому аккаунт ведется ее командой"
23,kolesovahudz,2882,Boston ,Mary Kolesova-Hudzilina,2018-04-27 20:57:15,"advocate,  lecture #Harvard"
22,OlgaDryndova,3278,"Berlin, Germany",Olga Dryndova,2019-04-04 14:44:30,Editor BelarusAnalysen @UniBremen I Expert #Belarus @vdeminstitute I @polis180 @junge_dgo I #DemocracyPromotion #EasternEurope #CivilSociety #PoliticalCulture
43,eschulmann,110388,Москва,Шульман,2019-09-24 13:28:26,Российский политолог. Специалист по проблемам законотворчества.
21,GpkGovBY,7548,"Belarus, Minsk",Госпогранкомитет Беларуси,2010-01-14 10:52:37,"Государственный пограничный комитет Республики Беларусь | State Border Committee of the Republic of Belarus
https://t.co/a58kytrq33 https://t.co/Xzili5brxM"
21,IngridaSimonyte,7582,Lithuania,Ingrida Šimonytė,2019-02-01 17:48:25,Prime Minister of the Republic of Lithuania 🇱🇹.
21,112MINSK,36307,Минск,МЧС Минска,2011-07-26 07:33:50,"О безопасности в широком смысле: о том, что делать, чтобы не попасть в ЧС, и что делать, если уже попали.Ольга Мельченко, официальный представитель МЧС Минска."
21,donaldtuskEPP,58826,Brussels,Donald Tusk,2019-11-27 11:24:20,President of @EPP
21,MartynenkoAnton,4714,,Антось Мартыненка,2010-11-08 17:53:27,Second most valuable person in Belarus
21,koko_byy,36937,Belarus,Сеньор Кокобай🏹,2011-02-02 22:50:03,"Вожак стаи фудхантеров, сеньор Кокобай"
21,malishevsky,7191,Belarus,Viktar Malishevsky,2009-08-31 19:49:09,Antijournalist.by  Следите за руками...
20,Cibullia,2478,,На этом мои полномочия все!,2019-10-30 13:07:26,"https://t.co/oN6g82ze9x не добавить, не убавить"
20,svirsky1,19265,Минск,Svirsky,2013-05-26 16:27:12,Жыве Беларусь! Слава Україні! God bless the US! И немного о погоде в России...
20,palchysv,2327,Беларусь,Виктория Пальчис,2016-11-03 17:28:50,"Христианка, жена, мать."
20,MOD_BY,8457,Minsk,Минобороны Беларуси,2011-01-06 19:20:32,"Официальный twitter-аккаунт Министерства обороны Республики Беларусь
https://t.co/RIHnMlyphx
https://t.co/9A7DW1YS17
https://t.co/o0uMuMlQuX"
40,dw_russian,238226,"Bonn, Germany",DW на русском,2007-05-18 11:37:49,"Официальный канал Deutsche Welle. Новости, аналитика, видео, трансляции, цитаты дня о России и Европе"
20,MRohava,4084,,Maryia Rohava,2017-11-06 18:11:39,"Researcher | Politics in Eurasia but mostly in #Belarus & #Russia | Autocracies, identity and symbolic politics"
39,GitanasNauseda,20923,"Vilnius, Lithuania",Gitanas Nausėda,2018-11-28 18:37:26,President of the Republic of Lithuania
39,SvobodaRadio,348299,Москва +7 495 739-18-18,Радио Свобода,2009-06-16 06:43:03,"Минюст России внес Радио Свобода в реестр зарубежных СМИ - ""иностранных агентов"". РС считает это решение несправедливым."
19,navosha,15069,,Дмитрий Навоша,2009-04-16 22:45:12,https://t.co/55XUDPbCoE и другие проекты о спорте
19,pravda_by,4944,Беларусь ,Гавары праўду!,2010-02-25 22:43:51,"Рух за мірныя перамены. Мы не чакаем, пакуль нехта за нас зробіць жыцце лепш. Мы робім самі. Каманда экс-кандыдата ў прэзідэнты Андрэя Дзьмітрыева.
Далучайся!"
19,A_Sannikov,4121,"Warsaw, Poland",Andrei Sannikov,2010-09-21 21:39:48,Грамадзянскя кампанія Еўрапейская Беларусь/Civil campaign European Belarus
19,vandroukiby,17157,Minsk,Vandrouki.by,2009-12-05 18:40:12,Акции авиакомпаний и способы путешествовать почти бесплатно - все самое актуальное вокруг Беларуси.
19,pivo_varov,82545,,Алексей Пивоваров,2011-10-15 11:24:46,Ютьюб-канал «Редакция»
19,a1belarus,17027,Минск,А1 Беларусь,2011-05-15 11:34:03,"A1 – провайдер телекоммуникационных, ИКТ- и контент-услуг в Беларуси. Присоединяйтесь и узнавайте новости компании первыми!"
37,Sandy_mustache,648819,"Москва, Россия",Усы Пескова,2013-07-28 15:46:55,"Остро. Честно. Смешно. Читай пока не запретили! 

Все вопросы в телеграме @USER0MAN"
36,navalnylive,167443,Россия,Навальный LIVE,2017-03-14 11:35:07,"YouTube-канал о политике, обществе, экономике и прекрасной России будущего.

Становитесь нашим спонсором: https://t.co/uKoFD8fIc9"
18,blisch,37781,Minsk,Denis Blisch,2009-05-13 07:03:54,Энциклопедия белорусской глубинки. Там не бывает туристов.
18,novychas,3727,Belarus,Novy Čas /Новы Час,2012-10-25 08:51:41,"Штотыднёвік на беларускай мове.
https://t.co/at5RHdXZ0N
https://t.co/27XAGV7XiE
https://t.co/32M8uuBnCO"
18,UNBelarus,3172,Belarus,UN Belarus,2014-08-04 09:37:36,Official Twitter account of the United Nations in Belarus / Официальный твиттер Организации Объединенных Наций в Беларуси E-mail: un.belarus@one.un.org
18,GLandsbergis,7727,Vilnius,Gabrielius Landsbergis,2011-03-23 13:17:30,"Minister of Foreign Affairs, Member of Parliament of Lithuania, Chairman of TS-LKD, Homeland Union Party of Lithuania,"
17,MinskMetroNet,71913,Republic of Belarus,Мінскае метро,2010-07-25 22:00:39,Всё о минской подземке неофициально
17,trzaskowski_,498200,Warszawa,Rafał Trzaskowski,2011-09-08 13:48:38,Prezydent Warszawy
17,mal_mars,12717,"Belarus, Minsk",🤍❤️🤍реанимационная штучка против насилия,2011-05-03 14:07:52,девочка матерится. никогда такого не было и вот опять🤷🏻‍♀️
33,RFERL,108221,"Washington, Prague, & more",Radio Free Europe/Radio Liberty,2009-05-26 19:37:23,"Radio Free Europe/Radio Liberty provides first-hand coverage from Russia, Ukraine, Eastern & Central Europe, Balkans, Caucasus & Iran."
16,BSSFofficial,493,,Belarusian Sport Solidarity Foundation,2020-11-17 10:01:13,Created by sports officials & athletes amid repressions and violence in Belarus. The goal is to support Belarusian athletes. More info on: https://t.co/TrNTRL2Owt
16,EU_Commission,1476295,"Brussels, Belgium",European Commission 🇪🇺,2010-06-21 12:28:34,News and information from the European Commission. Social media and data protection policy: https://t.co/7aEVKyzxHh
16,UKinBelarus,2658,Republic of Belarus,UK in Belarus,2015-08-05 14:01:54,"Official Twitter account of the British Embassy Minsk. You can also follow us on https://t.co/NPiUHNDydS, https://t.co/m3cBsMBj7P, https://t.co/HrmmBNTunQ"
31,bbcrussian,1131152,London,bbcrussian,2008-12-16 12:46:15,"Официальный аккаунт Русской службы Би-би-си. В других соцсетях: https://t.co/2VvLPMk8ZT, https://t.co/aoBM6NRmu1, https://t.co/nsoQJrAPiZ, https://t.co/Ong4pjBzQ2"
31,Kira_Yarmysh,186516,,Кира Ярмыш,2014-06-05 21:01:22,"Пресс-секретарь Алексея Навального; пресс-секретарь ФБК. С 1 февраля Кира находится под домашним арестом, на этот период ее аккаунт ведут сотрудники ФБК"
15,BelarusUNNY,5122,"New York, NY",Belarus UN NY 🇧🇾,2015-05-06 18:35:59,Пастаяннае прадстаўніцтва Рэспублікі Беларусь пры Арганізацыі Аб'яднаных Нацый / Permanent Mission of the Republic of Belarus to the United Nations
30,ZelenskyyUa,273609,Ukraine,Володимир Зеленський,2019-04-23 10:21:15,Президент України
15,_activenigga_,1531,Republic of Belarus,"""мулатачка тое-сёе""",2019-06-04 18:25:39,"Алана Марыям
💁🏾‍♀️экс-кандыдатка ў дэпутаткі @moladzbel 
☻  Black Queen @zbsunion
✊маладая рэфарматарка
💉медык не тваёй мары"
15,MirovichMedia,41888,Republic of Belarus,⭐️Максим Мирович,2013-05-04 18:29:27,"Нам дожить до утра, чтобы крикнуть успеть — мир свободе, война диктатурам.

https://t.co/sYwQzWfrt8"
15,sbbytoday,6621,"Минск, Беларусь",СБ. Беларусь Сегодня,2012-09-03 08:42:37,Официальный аккаунт издательского дома «Беларусь Сегодня».
15,baj_by,4887,"Minsk, Belarus",БАЖ | BAJ,2010-07-01 12:48:11,"ГА «Беларуская асацыяцыя журналістаў» - добраахвотнае, недзяржаўнае, непартыйнае аб'яднанне грамадзян, якія займаюцца прафесійнай журналісцкай дзейнасцю."
15,eglod_katia,1995,"London, Minsk",Katia Glod,2012-06-07 19:58:51,"Non-resident fellow at CEPA, Analyst and political risk consultant, former Soviet countries"
15,poczobut,12667,"Grodno, BY",Andrzej Poczobut,2009-12-17 10:01:34,"Dziennikarz, członek Zarządu Głównego Związku Polaków na Białorusi"
14,ZuzanaCaputova,97156,Slovenská republika,Zuzana Čaputová,2019-03-29 09:54:51,Official Twitter account of the President of the Slovak Republic 🇸🇰 for international audience in English | Pre vyjadrenia v SK sledujte FB a IG.
14,BelarusUNOG,1869,"Genève, Suisse",Belarus UN Geneva,2015-06-23 07:42:20,Permanent Mission of the Republic of Belarus to the UN Office and other International Organizations at Geneva
28,vonderleyen,556740,,Ursula von der Leyen,2019-07-03 08:08:33,President of the @EU_Commission. Mother of seven. Brussels-born. European by heart. 🇪🇺
14,onttvchannel,7554,Беларусь,ОНТ,2011-06-11 17:35:29,Новости Беларуси и мира от телеканала ОНТ             http://t.co/GXsmII7qmF  | http://t.co/1MZRTQB1K0  | http://t.co/fJtgASs9xx
14,NEXTA_EN,9003,Belarus,Беларусь інфармацыі,2020-08-09 19:21:31,NEXTA Live & Other Sources on Belarus
14,twi_by,48881,Belarus,Твиттер в Беларуси,2009-05-24 11:21:52,Белорусское твиттер-сообщество: все о твиттере и твиттере в Беларуси. #twiby email: twitter4by@gmail.com
14,christogrozev,68930,Klingon,Christo Grozev,2010-05-16 20:27:50,"'Insidious Bulgarian', 'Creator of small personal hells', 'Probiv Maestro', 'Dispatcher of the Liberal Opposition', 'Man with incomprehensible biography'."
14,reform_by,1272,,Reformation,2016-06-10 09:11:12,
14,belgazeta,10941,Minsk,БелГазета,2009-10-28 09:10:16,"Независимый информационно-аналитический еженедельник. #БелГазета Живой, иногда очень субъективный, аккаунт."
14,ia_panorama,55112,,ИА «Панорама»,2017-12-19 06:48:23,Опережая события. // Сатира. Satire (Parody) // Telegram: https://t.co/nm0y37zddL // ВК: https://t.co/8Uwm22Hhrk
14,minskgovby,14996,"Минск, Беларусь",Мингорисполком,2015-01-15 09:21:23,Официальная страница Минского городского исполнительного комитета
27,teamnavalny,186998,,Команда Навального,2013-06-24 12:21:55,"Боремся с коррупцией 24/7
Поддержать нас можно здесь: https://t.co/JXgdHttELQ"
26,so_mad_so_funny,592892,,Ужасные мемы,2018-08-13 18:31:35,кекнутый
13,lgparfenov,51056,"Москва, Россия",Леонид Парфёнов,2019-09-20 07:38:08,"Журналист. Booking and commercial @iTabriz
+79852267676 (sms, what’s app), pr@tabriz.ru"
13,DominicRaab,314035,"London, England",Dominic Raab,2016-01-15 22:24:05,"MP for Esher and Walton, Foreign Secretary & First Secretary of State, father of two, boxing fan.
For constituents enquiries: dominic.raab.mp@parliament.uk"
13,newsbelarusby,1619,Minsk,Belarus Headlines,2014-06-16 08:02:08,Belarus News Headlines by Belarus Service of @RFERL @svaboda
13,Daily_minsk,15905,"Беларусь,Минск",Дэйли Минск,2012-03-02 08:08:07,"Блог о Минске в виде личного опыта  ▶️ обзоры на места  💵покупки, акции, магазины  📷 интересные ракурсы/фото города"
12,kshmatsina,1768,,Katsiaryna Shmatsina,2015-08-15 14:03:57,#RethinkCEE Fellow @gmfus • Fellow @BISSOfficial • Ex @ABAesq • Proud alum @MaxwellSU • Connecting the dots between #Belarus & world — shmatsina@protonmail.com
12,BelarusVoice,961,,BelarusVoice,2020-08-13 12:21:55,Spreading a word on the crisis in Belarus 2020
12,nau_belarus,163,,National Anti-Crisis Management,2020-11-17 18:53:17,We are acting to ensure the peaceful completion of functions by illegitimate authorities and transfer the power to the people in Belarus.
12,tikhondzyadko,156565,Москва,Tikhon Dzyadko,2012-05-10 08:38:09,"Главный редактор телеканала ""Дождь"""
12,BelnovostiBy,42521,"Беларусь, Минск",Белновости,2012-03-13 20:46:58,БелНовости | Новости Беларуси. Официальная почта belnovosti.by@yandex.ru VK:https://t.co/SKJFqm9Sjx FB:https://t.co/p8qyGj19kF
12,34magnet,8194,"Minsk, Belarus",34mag.net,2009-07-28 22:30:58,"Медыя, выхаванае ваўкамі. Зроблена ў Беларусі. Чытай таксама наш праект пра падарожжы @34travelby"
12,MaxStsefanovich,1618,Беларусь,Максим Стефанович,2015-06-14 16:17:01,Политолог-неюрист
24,EchoMskRu,1227751,"Москва, Россия",Эхо Москвы,2009-08-22 07:16:59,Эхо Москвы. Мнения сотрудников могут не совпадать с позицией редакции. Главный @aavst 📻Echo of Moscow Radio 📎Телеграм https://t.co/JFeIMfBvDk
12,SledcomRB,6800,Республика Беларусь,Следственный комитет,2012-11-07 06:29:14,"Investigative Committee of the Republic of Belarus.

Instagram - https://t.co/yKuD9OdNhw"
12,Sergey_Elkin,119495,,Sergey Elkin,2009-12-09 09:36:15,Политическая карикатура
12,j_matuzova,3553,Беларусь,julia,2012-08-04 08:29:51,Юля Мáтузова. Журналистка (Еврорадио). https://t.co/XH8ivnMln6. https://t.co/XbayOKzE0F
23,NevzorovAG,170864,Питер,Александр Невзоров,2012-04-08 14:49:08,"Режиссер, журналист, публицист.https://t.co/zYyAKIrhe7 https://t.co/oABGMDKFlp telegram https://t.co/DNX4D0SNYi"
23,novaya_gazeta,523673,Moscow,Новая Газета,2010-08-09 19:07:34,"Рассказываем то, о чем другие боятся даже подумать"
23,StalinGulag,1074689,Бурунди,Сталингулаг,2009-02-15 11:35:43,мой ютуб-канал https://t.co/TqNvPf3AT4
11,BelarusDigest,3282,Minsk and London,Belarus Digest,2010-02-27 11:31:21,"Belarus Digest provides non-partisan analysis of Belarusian politics, economy, human rights and Belarus-related events."
11,patrickstea,1574,nia viedaju,арчы,2013-02-27 18:02:16,баец эвалюцыі (напісана яшчэ ў 2017 годзе)
11,belapan,7767,,БелаПАН,2009-05-04 10:34:27,Актуальные новости из Беларуси
22,Spoontamer,1261021,Москва,Данила Поперечный,2010-04-08 21:01:58,"НОВЫЙ STAND-UP #СПЕШЛфоКИДС!!!
https://t.co/HHIrXx5QL8"
11,sandumaiamd,11323,Moldova,Maia Sandu,2016-01-18 08:12:20,President of the Republic of Moldova
