FollowsByCommunity,screenName,followers_count,location,name,created_at,description
177,HannaLiubakova,36984,Moving around,Hanna Liubakova,2012-07-27 13:16:55,"Journalist from Minsk, Belarus. Non-resident fellow @AtlanticCouncil. Media trainer. Formerly @RFERL, @Belsat_TV. 2019 @worldpressinst fellow. DM for Signal"
176,nashaniva,17343,Беларусь / Belarus,Наша Ніва,2009-06-30 09:10:29,"Афіцыйны твітар інтэрнэт-партала ""Наша Ніва"""
166,tutby,298255,"Minsk, Belarus",TUT.BY,2009-01-31 14:10:29,"Новости, которые мы заслужили."
164,elonmusk,49337080,,Elon Musk,2009-06-02 20:12:29,Technoking of Tesla
162,charter_97,51604,Minsk,charter97.org,2009-07-20 17:17:59,News from Belarus
153,BelarusMID,17046,,МИД Беларуси 🇧🇾,2011-08-25 07:25:00,Официальный twitter-аккаунт Министерства иностранных дел Республики Беларусь (For tweets in English please follow @BelarusMFA)
147,A_Shraibman,8402,"Минск, Беларусь ",Artyom Shraibman,2014-09-30 07:44:35,
139,euroradio,34233,Belarus,Еўрарадыё,2009-02-26 09:44:08,"Еўрапейскае радыё для Беларусі Рэдакцыйны мэйл: info@euroradio.fm
https://t.co/ko9HU6uL72"
138,VoicesBelarus,10311,Minsk,Voices from Belarus,2020-07-02 11:34:19,"Stories of people hoping for a democratic Belarus. Created, translated and moderated by a collective of independent authors and translators."
118,JoeBiden,29547816,"Wilmington, DE",Joe Biden,2007-03-11 17:51:24,"Husband to @DrBiden, proud father and grandfather. Ready to build back better for all Americans. Official account is @POTUS."
117,kykyorg,18252,"Минск, Беларусь",KYKY.ОRG,2010-02-10 22:05:42,Умный беларуский лайфстайл.
114,varlamov,451649,Moscow,Ilya Varlamov,2009-05-16 11:19:20,"Ilya Varlamov. Журналист, архитектор, фотограф, основатель фонда Городские проекты. Иногда я ворую чужие твиты, мне стыдно. Мой номер для СМС: +7-000-00-00"
113,max_katz,213385,"Москва, Россия",Максим Кац,2009-06-17 01:16:02,"Директор Городских Проектов, урбанистический магистр. Контакты: +7(910)442-1312, телеграм: https://t.co/tbhrP7Rbjs"
102,tvrain,2103135,Moscow,Дождь,2010-04-23 16:36:11,Читайте нас и в телеграме → https://t.co/x3XmW7L0AL
100,1863x,14829,,Eduard Palchys,2014-09-08 15:24:33,https://t.co/ZXTXzhfQwn https://t.co/UVxzNN7iDr https://t.co/73o901MXXW https://t.co/N4h5QBye2N https://t.co/2FCy3xB4TX
89,BelarusFeed,4310,"Minsk, Belarus",BelarusFeed,2014-03-09 07:56:11,"Daily news from Belarus, life, facts, business and culture. Retweet ≠ endorsement"
87,belpartisan,41673,Минск,Белорусский партизан,2012-02-27 14:46:13,Официальный твиттер сайта Белорусский партизан
86,symbalby,10113,"Belarus, Minsk",symbal.by,2014-04-11 08:31:17,"Крама спыніла сваю працу да лепшых часоў.
Чаму і як дапамагчы: https://t.co/wHxPKgxDya

symbalby@gmail.com
#symbalby"
80,m_for_mixacb,8380,"Минск, Беларусь",Миша Ильин,2011-06-27 07:10:26,"«Илья из твиттера», Михась из @euroradio"
80,BarackObama,130048735,"Washington, DC",Barack Obama,2007-03-05 22:08:25,"Dad, husband, President, citizen."
79,sergechaly,6212,"54.706755,24.906767",Serge Chaly,2009-03-09 17:18:25,
75,Belsat_Eng,9849,"Minsk, Belarus",Belsat in English,2013-11-03 19:28:38,The first independent TV in Belarus
70,LinkeviciusL,96274,Lithuania,Linas Linkevicius,2012-12-28 14:18:07,Former Minister of Defence and former Minister of Foreign Affairs 🇱🇹
70,meduzaproject,1388056,,Meduza,2014-09-11 14:10:18,Это «Медуза». Только самые важные новости и тексты https://t.co/s0cFqJ6kOv https://t.co/wCrm5RGmEv https://t.co/lU7ROUmIgI
67,gypsynkov,5108,Minsk,Gypsynkov,2015-02-12 08:46:33,This is the way.
66,yurydud,827542,Москва,Юрий Дудь,2011-11-28 20:44:34,
66,naviny,10061,Минск,Naviny.by,2009-05-04 09:29:10,Первая онлайн-газета Беларуси
58,CityDog_by,55878,,CityDog.by,2012-05-02 10:24:43,Это наш город!
58,NowBelarus,2559,"Minsk, Belarus",NowBelarus,2020-08-10 00:43:28,Now it's time for #Belarus
57,viasna96,7451,Belarus,Viasna,2011-02-07 13:54:14,Праваабарончы цэнтр Вясна
57,NASA,45069393,Pale Blue Dot,NASA,2007-12-19 20:20:32,There's space for everybody. ✨
55,KamalaHarris,18022231,California,Kamala Harris,2009-04-11 00:42:07,"Fighting for the people. Wife, Momala, Auntie. She/her. Official account is @VP."
53,mvd_by,20282,Республика Беларусь,МВД Беларуси,2011-04-14 14:05:49,Министерство внутренних дел Республики Беларусь
53,goalsby,18173,Минск,Tribuna.com Беларусь,2010-05-04 16:07:08,Самые свежие новости спорта. Наш телеграм: https://t.co/24CDNCjyul
51,Chilikto,81167,Минск,Чилик,2011-12-11 02:48:43,"Посол Беларуси в рунете; Иллюстратор;
Фотомодель
https://t.co/jJdXJObqir"
50,mich261213,788973,London,Ходорковский Михаил,2014-03-07 21:44:35,"Пишу сам. Ищу единомышленников. Излагаю личную позицию. С хамами не общаюсь, поскольку надоели."
