FollowsByCommunity,screenName,followers_count,location,name,created_at,description
1,amnesty,1792271,Global,Amnesty International,2008-12-18 11:54:20,Freedom. Justice. Equality. Let's get to work.
1,leonidvolkov,270285,Moscow,Leonid Volkov,2009-09-13 13:56:42,Руководитель сети региональных штабов Алексея Навального; основатель Общества Защиты Интернета // https://t.co/hY647oaTLy // https://t.co/R1q2cnd0rE
1,nexta_tv,65738,,NEXTA,2013-09-21 21:24:04,"Belarus's largest Telegram channel. Here in English to let the world know.

https://t.co/CitNkE181w
https://t.co/HwFyiPzTiJ
https://t.co/55P3nZpwfK

Pronounced nekhta - Bel. for someone"
1,eucopresident,1191227,EU,Charles Michel,2010-09-30 12:07:59,"Twitter channel of Charles Michel, President of the European Council. Managed by the media team @EUCouncil. Personal account: @CharlesMichel"
1,EUCouncil,581064,"Brussels, Belgium",EU Council,2010-10-23 15:22:50,"27 EU governments making decisions together in the European Council & Council of the EU. Learn, participate, share. Latest news @eucouncilpress #eucouncil #euco"
1,MorawieckiM,359371,,Mateusz Morawiecki,2017-12-08 08:47:59,Prezes Rady Ministrów 🇵🇱
1,LithuaniaMFA,82864,"Vilnius, Lithuania",Lithuania MFA,2010-12-14 12:35:51,This is the official account of the Ministry of Foreign Affairs of the Republic of #Lithuania. It is managed by the MFA Communications team. #LithuaniaMFA
1,bellingcat,363402,,Bellingcat,2014-01-28 13:36:59,"Want to support our charity? https://t.co/scuUINEvTN

Buy our book ""We Are Bellingcat"" here: https://t.co/2JiuWFfTpO

Our award-winning podcast series: https://t.co/S1rflrkXue"
1,HeikoMaas,447095,Saarlouis/Berlin,Heiko Maas 🇪🇺,2009-03-13 11:37:00,Bundesaußenminister & Saarländer. MdB für den WK297 (Saarlouis). Hier twittert hauptsächlich das Team von Heiko Maas. | Impressum: https://t.co/I2TH1m1pdc
1,Kira_Yarmysh,186516,,Кира Ярмыш,2014-06-05 21:01:22,"Пресс-секретарь Алексея Навального; пресс-секретарь ФБК. С 1 февраля Кира находится под домашним арестом, на этот период ее аккаунт ведут сотрудники ФБК"
1,A_Shraibman,8402,"Минск, Беларусь ",Artyom Shraibman,2014-09-30 07:44:35,
1,chich_8,150797,,Чичваркин Евгений,2014-10-15 16:35:00,
1,pevchikh,105243,,Maria Pevchikh,2014-10-08 02:21:10,"Руководительница Отдела Расследований ФБК

""женщина с непрозрачной жизненной историей и весьма интересными фактами в биографии"""
1,anneapplebaum,340966,"Warsaw, London, Washington",Anne Applebaum,2011-05-11 23:00:23,Staff writer @TheAtlantic. Senior Fellow @SAISHopkins and @SNFAgoraJHU. My new book is Twilight of Democracy: the Seductive Lure of Authoritarianism
2,tim_cook,12719480,Cupertino,Tim Cook,2013-07-31 22:41:25,"Apple CEO  Auburn 🏀 🏈 Duke 🏀 National Parks 🏞️ “Life's most persistent and urgent question is, 'What are you doing for others?'” - MLK. he/him"
2,joerogan,7213465,,Joe Rogan,2008-12-18 04:01:47,Stand up comic/mixed martial arts fanatic/psychedelic adventurer Host of The Joe Rogan Experience #FreakParty https://t.co/caBUmcvqBY
2,iamcardib,17571026,"Mars, NYC",iamcardib,2012-10-07 20:53:16,DIAMOND PUSSHY
2,BleacherReport,9538776,,Bleacher Report,2007-03-10 23:52:36,Get the Free B/R App
1,seanhannity,5351097,NYC,Sean Hannity,2009-05-21 17:41:12,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements! Due to hackings, no DM’s!"
1,thehill,4149738,"Washington, DC",The Hill,2007-03-22 18:15:18,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters."
1,weatherchannel,3894641,"Atlanta, GA",The Weather Channel,2009-02-16 16:21:12,"The World's Leading Weather Provider. Home to The Weather Channel TV network, apps, and https://t.co/9CyxvwpmQC. Follow for forecasts, news, and alerts. #GetIntoTheOutThere"
