FollowsByCommunity,screenName,followers_count,location,name,created_at,description
18,PamelaHunter128,1599,"Syracuse, NY",Pamela Hunter,2015-10-14 14:30:25,"Assemblywoman - Assembly District 128, representing parts of the City of Syracuse, the Towns of DeWitt, Salina, Onondaga and the Onondaga Nation."
18,inthesaltcity,884,,inthesaltcity,2017-02-07 13:37:44,🧂🏙️
18,Near_Westside,1848,"Syracuse, NY",Near Westside,2009-11-05 17:35:45,"The mission of the NWSI is to combine the power of art, technology and innovation to revitalize Syracuse’s Near West Side neighborhood."
18,TeriKWeaver,5273,Syracuse,Teri Weaver,2009-11-16 04:57:10,I cover NY govt & NY people (not in that order) for @syracusedotcom. Former @starsandstripes. Adjunct @newhousesu prof. Mississippi native. Syracuse is home.
18,WSYRNews,2083,"Syracuse, NY",NewsRadio 570 WSYR,2009-12-04 14:22:40,"This is the official Facebook page of 570 WSYR. Syracuse’s Breaking News, Weather and Traffic Station on 106-9 FM and live everywhere on the iHeartRadio App."
17,ED23HOOPS,13290,,Eric Devendorf,2013-05-20 17:23:32,Subscribe to the podcast! https://t.co/Xbv7YuJ1y2 Emdevend23@icloud.com
17,mcarterwilliams,125911,,Michael Carter-Willi,2010-06-15 02:25:25,"Philippians 4:13 Former Syracuse Orangeman, Orlando Magic"
17,syrhockey,5028,"Syracuse, N.Y.",Syracuse Hockey,2010-09-16 17:15:57,Syracuse Crunch hockey news and updates from @syracusedotcom's @LindsayKramerPS.
17,WeatherSyracuse,2274,"Syracuse, NY",Syracuse Weather,2009-03-01 18:56:21,Weather updates for Syracuse and Central New York from the NewsChannel 9 WSYR Storm Team.
17,Brad_Vivacqua,2909,"Syracuse, NY",Brad Vivacqua,2009-03-11 13:06:43,"Spectrum News Reporter/Anchor in Syracuse, NY. Newhouse, Utica College, SU Adj. Professor/Syracuse University Alumnus '04."
17,SUCollegeofLaw,3233,"Syracuse, NY",SU College of Law,2009-03-11 18:04:47,#SyracuseLaw Nationally recognized faculty; top trial teams; joint degrees; extensive externships; LL.M. in American Law; fully interactive online law degree.
17,GreeneMC,843,"Syracuse, NY",Michael Greene,2011-02-16 02:26:28,Syracuse Mayoral Candidate. Current Councilor at Large. Working to make our community a fairer place to live.
17,kimincuse,7929,"Syracuse, NY",Kim Infanti,2009-04-22 20:45:14,"@SyracuseU ‘06, G’16 | Executive Director, Digital Engagement and Communications for @SUAlums | ❤️ CNY, fitness, travel, and all things 🇨🇮 and/or 🍊."
17,CuseMSOC,6703,"Syracuse, New York",SU Men's Soccer,2011-08-03 18:47:29,Official Twitter of Syracuse University Men’s Soccer #DaretoDream
17,RowOrange,1979,"Syracuse, NY",Syracuse Women’s Rowing,2009-06-14 12:39:00,The official Women’s Rowing account of Syracuse Athletics.  Follow us on Instagram @cusewrowing
