FollowsByCommunity,screenName,followers_count,location,name,created_at,description
28,sammywatkins,332185,Instagram = sammywatkins,King me,2011-07-05 01:33:43,
27,BuffaloEats,27797,"Buffalo, NY",Buffalo Eats,2009-02-24 14:31:37,Writing about the WNY food scene since 2009. Created by Donnie Burtless. Funny/Informative tweets by Donnie/@mgoodwi4
26,KevinBuffalo,48821,"Buffalo,NY ",Kevin O'Neill,2011-07-26 12:20:28,A Buffalo feature reporter with ego issues yearns for credibility. As portrayed by Jim Carrey. @WGRZ reporter & meteorologist. Weather updates on @WNYweather.
25,ECDOH,10754,"Erie County (#Buffalo), NY",Erie County Department of Health 😷,2012-04-19 12:26:57,"The Erie County Department of Health promotes & protects the health and safety of Erie County, NY residents. Text for #Narcan in Erie County: (716) 225-5473"
22,TTPD,6238,"Town of Tonawanda, NY",Town_Tonawanda_PD,2009-04-15 17:54:27,The Official Twitter Page of the Town of Tonawanda Police Department. We are a 1st ring suburb of Buffalo. Disclaimer -https://t.co/OoYtajlpDJ
44,One_Buffalo,88345,,One Buffalo,2014-09-24 19:32:06,The official Twitter account of One Team; One Goal; One Community; One Family; One Buffalo!
21,WNYFireAlerts,5689,Western New York,🚨WNY Fire Alerts,2011-07-31 21:57:32,Real time Breaking Fire and other newsworthy events from the WNY Area. We Do Not tweet Weather Alerts.
21,Harborctr,39588,"Buffalo, NY",LECOM Harborcenter,2013-03-10 01:53:48,The official Twitter of LECOM Harborcenter.
21,buffalozoo,23554,"Buffalo, New York",buffalozoo,2008-10-22 18:42:20,"The third oldest Zoo in the country committed to being a leader in inspiring visitors to respect, protect, and restore natural habitats for wildlife."
97,NYGovCuomo,2615091,New York,Andrew Cuomo,2010-12-30 17:54:04,"Father, fisherman, motorcycle enthusiast, 56th Governor of New York"
20,Fred22Jackson,211864,,Fred Jackson,2010-12-17 20:34:35,Married to @dani22jack & dad to 4 kids. Former NFL Running Back. @CoeCollege Alum. 22fredjackson@gmail.com for inquiries.  https://t.co/2RZNVP07u0
19,TrendingBuffalo,39312,"Buffalo, NY",TB,2012-03-09 18:41:32,"Buffalo sports, life and commentary. Proud to be a 100% non-prophet organization."
17,ErieCountyParks,5658,"Buffalo, NY",Erie County Parks,2012-01-27 15:22:23,"For camping, shelter reservations, or special events, please call (716) 858-8355, Monday- Friday, 8:30- 3:30."
17,thurmanthomas,152542,Buffalo,Thurman Thomas,2009-08-15 02:43:05,"HOF, 34 Group, Fam man first @pthomas3434 @oliviajade34 @angelpieee34 @annibaby34 @thurman34thomas @34GroupInc Instagram thurmanthomas3434 @buffalobills"
17,wyshynski,209571,"Rights Holder, NYC",Greg Wyshynski,2009-04-01 03:00:55,"I'm Senior NHL Writer at ESPN, co-host of @pucksouppodcast, former Puck Daddy and NJ native. Did I mention I love @rubieeliz? Email: greg.wyshynski@espn dot com"
17,PegulaSE,48926,"Buffalo, NY",Pegula Sports & Entertainment,2013-09-17 20:38:50,Official Twitter account of Pegula Sports and Entertainment.
32,BuffaloFAMbase,132358,Buffalo and everywhere,The #BillsMafia,2011-08-05 18:19:41,"THE originators of #BillsMafia. Founded by @delreid, @leslieanne94 and @FreeBre_88: July 31, 2011. Unaffiliated with Bills/NFL."
16,JeremyWGR,88792,,Jeremy White,2010-04-21 22:33:55,"I talk on the radio every day, and it’s probably gone on longer than anyone expected. Never confident when hyphenating a word. Dogs are a miracle."
16,JoeBuscaglia,105577,"Buffalo, NY",Joe Buscaglia,2009-04-19 04:51:00,Bills beat reporter @TheAthletic. Creator of too many spreadsheets. (dog) Dad to Fritz. Sock game purveyor.
16,SalSports,101899,Podcast available here:,Sal Capaccio 🏈,2009-08-26 22:00:38,@BuffaloBills Beat and Sideline Reporter; Host and podcaster (see below) @WGR550; Former HS football and track coach; Father of Max; drummer; SYRACUSE ORANGE🍊
31,JoshAllenQB,198668,7220,Josh Allen,2010-10-03 00:25:53,#BillsMafia
15,KimPegula,70213,,Kim Pegula,2015-08-12 15:39:34,"President/CEO of @PegulaSE. Owner/President of @BuffaloBills,@BuffaloSabres. Wife, mother and truly blessed."
15,TownofTonawanda,3955,"Town of Tonawanda, NY","Town of Tonawanda,NY",2010-05-17 18:11:02,"The Official Twitter Page of the Town of Tonawanda. A great place to live, work, and play!"
15,LancasterPD1,3815,"525 Pavement Rd, Lancaster, NY",Lancaster P.D.,2014-04-29 16:50:38,"The official Twitter feed of the Lancaster Police Department. We proudly serve the Town of Lancaster, NY, which is a suburb of the City of Buffalo."
15,Jackeichel15,127973,,Jack Eichel,2011-04-27 00:54:45,
14,BNPartnership,13132,"Buffalo, NY",Buffalo Niagara Partnership,2009-05-15 17:20:12,"The area's regional chamber of commerce. We grow private investment and jobs in Buffalo Niagara through advocacy, business development and convening."
14,WGRZmaryalice,11773,"Buffalo, NY",Maryalice Demler,2011-11-05 14:01:04,Emmy & Murrow winning News Anchor/Reporter @WGRZ.  Proud daughter of a WW2 vet.  https://t.co/yPV6W7X75M  Passionate about https://t.co/oDfR2PRBrj & Niagara U.
14,ElmwoodVillage,15992,"Buffalo, NY",Elmwood Village,2009-03-18 16:51:06,"Elmwood Village news, updates, and friendly neighborhood banter. Account managed by The Elmwood Village Association."
14,HamburgNYPolice,4379,"Hamburg,NY",Hamburg Police,2011-05-17 22:26:10,"Town of Hamburg Police Department Official Twitter. 
Emergency call 9-1-1/ Non-Emergency call 716-649-6111
Account not monitored 24/7."
27,NCfirewire,7770,Niagara County NY,Niagara County Fire Wire,2008-07-01 06:44:54,"Niagara County's original & number 1 source of real time Incidents & weather alerts. https://t.co/V0Y7dqVk9c… 
Live Scanner below"
13,StepOutBFLO,16989,"Buffalo, New York",Step Out Buffalo,2013-01-28 21:32:18,"The ultimate guide to food and fun in Buffalo & WNY 📲 stepoutbuffalo on FB, Insta, & TikTok"
13,ByMHarrington,28359,"Buffalo, NY",Mike Harrington,2009-06-03 22:21:31,"Sabres/MLB columnist, @TBNSports. BBHOF voter, 2013 Buffalo BBHOF inductee. Banner is from ""The Natural."" The Tank failed. ""Mike, YOU coach!"" -- Lindy, 1/18/12."
13,NiagaraSheriff,4211,"Lockport, NY USA",Niagara Sheriff,2009-08-14 11:43:12,Proudly serving Niagara County since 1808. This site is not monitored 24/7. Call 911 for emergencies. Sheriff Michael J. Filicetti
13,wnymedia,11193,"Buffalo, NY",WNYmedia Network,2007-09-26 12:59:23,"Network of Journalists, Newsmakers, Activists & Bloggers focused on Public Good, Live Music, Great Food, Good Government, and Sports in #Buffalo & #WNY."
13,7FirstAlert,3969,"Buffalo, NY",7 First Alert WKBW,2014-09-30 13:55:29,"Automated hourly temperatures, live looks at 7 Super Doppler, and weather alerts from https://t.co/6Vscc7TMAd! Send us your pictures/videos to see them on air"
25,nyspolice,57162,,NewYorkStatePolice,2012-11-01 19:59:59,Welcome to the official New York State Police Twitter page
24,2MelissaHolmes,15901,"Buffalo, NY",Melissa Holmes,2010-03-11 14:16:58,Wife to Jay. Mom to Elliott. Dog mom to Lucy. Emmy & Edward R. Murrow winning anchor of @wgrz Daybreak. Lover of all things Buffalo. IG: MelissaHolmesTV
12,BuffaloFood,13370,"Buffalo, N.Y.",Buffalo News Food,2010-08-01 19:53:00,"Andrew Z. Galarneau, Buffalo News food editor / the ways food is more than fuel / healthy hunger / how restaurants work “Everybody's gotta eat” #ThisIsGuildWork"
12,ErieCountyDPW,5749,"Erie County, NY",Erie County DPW,2014-09-19 15:08:03,"Erie County Department of Public Works official Twitter for updates from the Divisions of Highways, Buildings & Grounds, Weights and Measures and Fleet Services"
11,HeatherLyWGRZ,10895,"Buffalo, NY",Heather Ly,2011-11-04 12:17:44,"ain’t no lie • adverb • early riser • anchor/reporter @WGRZ in #Buffalo • #Chicagoan • BFF = coffee, concealer, naps • taller on TV ‘cause I stand on a 📦"
11,Boobie24Dixon,72976,In the Air,Anthony Dixon,2010-05-17 00:28:00,"Confidence and Wisdom,Lover and Protector,Forever A Gladiator,A Warrior,A Bulldawg from that Mississippi PipeLine!!! I'll lead u follow :) Thanks!!!!!!!"
11,BuffaloBisons,46439,"Sahlen Field, Buffalo, NY",Buffalo Bisons🦬,2009-02-15 02:26:48,Home of the Herd. Proud Triple-A affiliate of the #BlueJays
11,BuffaloBillsPR,53100,,Buffalo Bills PR,2014-09-30 19:54:40,Official Twitter account of the @buffalobills Communications Department.
21,NHLBlackhawks,2425278,Chicago,Chicago Blackhawks,2008-04-23 18:31:56,We are a hockey team.
10,RepBrianHiggins,26066,"WNY and Washington, DC",Brian Higgins,2009-04-20 16:47:06,Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW
10,ajwilliams23,101552,"Austin, TX",Aaron Williams,2010-11-08 22:02:40,#StayWavy🌊
10,NLLBandits,32017,"Buffalo, NY",Buffalo Bandits,2009-12-03 04:36:51,"The official Twitter of the Buffalo Bandits.

#LetsGoBandits"
10,WNYnews,1997,"Western, New York",🔷 WNY News,2011-02-24 15:10:52,"Public safety news from in and around the 8 counties of Western, New York. Notification of Live events in the WNY area."
17,TSNHockey,276352,,TSN Hockey,2013-01-19 18:27:55,"Official Twitter account of TSN's coverage of the NHL, Hockey Canada and the best game you can name. #TSNHockey #TradeCentre #DraftCentre #FreeAgentFrenzy"
17,Yankees,3469974,Yankee Stadium,New York Yankees,2009-05-18 18:00:25,Official Twitter of the 27-time World Series Champions
39,jimmyfallon,51875471,"New York, New York",jimmy fallon,2008-07-18 19:46:50,astrophysicist
16,WGRZTraffic,6758,"Buffalo, NY",WGRZ TrafficTracker2,2013-10-16 14:09:18,"Official Traffic Page for @WGRZ with updates from NFTA's Dave Cash, Paul Hare, Jim Jacka, and Lance Melin."
14,ecfwire2,6425,,EC Fire Wire,2009-06-29 02:39:14,
14,OneBillsLive,59909,One Bills Drive,One Bills Live,2008-12-29 18:08:08,One Bills Live airs on @WGR550 and @MSGNetworks weekdays 12 noon-3 p.m. Download/listen at https://t.co/CUJLpv6jAS
13,NBCTheVoice,5138087,NBC,The Voice,2010-11-16 19:05:24,🎶 This is #TheVoice! 🎶 Catch #TheVoice Mondays 8/7c on @NBC. Stream anytime on @PeacockTV.
11,13WHAM,163093,"Rochester, NY USA",13WHAM,2008-09-17 14:42:13,"No. 1 for Breaking News & Weather Authority in the Rochester, N.Y. area. https://t.co/QShqtVLPOF | Twitter: @13wham | IG: @13whamtv"
11,UBCommunity,25824,"Buffalo, New York USA",University @ Buffalo,2009-01-29 15:33:53,Your source for the latest University at Buffalo community news and campus events information. #UBuffalo
11,KevinHart4real,36829457,Philly/LA,Kevin Hart,2009-03-07 02:02:31,My name is Kevin Hart and I WORK HARD!!! That pretty much sums me up!!! Everybody Wants To Be Famous But Nobody Wants To Do The Work
10,News_8,103710,"Rochester, NY",News 8 WROC,2008-09-25 16:42:56,"The official Twitter account of News 8 WROC — a CBS affiliate in Rochester, New York. 

Local news. Local people. The team you can trust."
23,weatherchannel,3894987,"Atlanta, GA",The Weather Channel,2009-02-16 16:21:12,"The World's Leading Weather Provider. Home to The Weather Channel TV network, apps, and https://t.co/9CyxvwpmQC. Follow for forecasts, news, and alerts. #GetIntoTheOutThere"
8,AdamSchefter,8294267,New York,Adam Schefter,2009-06-26 22:55:28,"ESPN Senior NFL Insider. 
Interview & Podcast Requests: ESPNPR@espn.com
Host of the Adam Schefter Podcast
https://t.co/oz43ix5jZU"
17,Oprah,43638802,,Oprah Winfrey,2009-01-23 15:18:34,
7,IngrahamAngle,3731725,DC,Laura Ingraham,2009-06-25 21:03:25,"Mom, author, host, The Ingraham Angle, 10p ET @FoxNews. Retweets do not = Endorsements"
7,jtimberlake,64185964,"Memphis, TN",Justin Timberlake,2009-03-25 19:10:50,
6,SenGillibrand,1619814,New York,Kirsten Gillibrand,2009-09-07 03:53:24,"Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator for New York. Not “very polite.” She/her."
14,SenSchumer,3219687,"New York, NY",Chuck Schumer,2008-11-19 20:10:20,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Majority Leader."
14,CDCgov,3782425,"Atlanta, GA",CDC,2010-05-21 19:40:40,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq
13,blakeshelton,20144447,"Tishomingo, Ok",Blake Shelton,2008-05-27 13:43:08,"The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS, too.)"
5,mirandalambert,6889379,USA,Miranda Lambert,2009-04-23 21:37:36,"The Marfa Tapes | New Album | May 7
Preorder: https://t.co/YRIwo38HM9"
5,andersoncooper,10187568,New York,Anderson Cooper,2008-06-24 22:37:59,Anchor @AC360. Correspondent on @60Minutes. Author of NYTimes Best Sellers: The Rainbow Comes And Goes; Dispatches From The Edge
4,Wegmans,203680,"Rochester, New York",Wegmans Food Markets,2009-08-17 20:53:59,The official twitter account for Wegmans Food Markets.
4,alexa99,1346611,The Cloud,Alexa,2014-11-20 19:42:33,"∞ / Official Twitter feed of Alexa: voice AI at Amazon. I ❤️
Star Trek, bad puns, and seahorses. Tweets and opinions are my own. ​"
9,ConanOBrien,28692115,Los Angeles,Conan O'Brien,2010-02-18 20:17:16,"The voice of the people. Sorry, people."
8,BreakingNews,9749679,"NYC, LA, London",Breaking News,2007-05-13 23:06:45,
3,LindseyGrahamSC,1966405,South Carolina,Lindsey Graham,2011-12-09 22:21:03,The official Twitter feed for United States Senator Lindsey Graham.
3,MLB,8838386,,MLB,2008-12-30 15:39:32,Official Twitter account of Major League Baseball. ⚾️
3,ChrisCuomo,2165973,In the Arena,Christopher C. Cuomo,2009-03-04 17:02:09,CNN Anchor @CuomoPrimeTime 9p EST; SIRIUSXM CH 124 12-2 EST. #LetsGetAfterIt Facebook: chris cuomo Instagram: chrisccuomo
7,carrieunderwood,8316988,"Nashville, TN",Carrie Underwood,2011-10-06 22:36:16,"Mike's wife, Isaiah’s and Jacob’s mom. Also, mom to fur babies Ace, Penny Jean and Zero. Blessed and grateful! The official Twitter account for Carrie Underwood"
7,seanhannity,5352150,NYC,Sean Hannity,2009-05-21 17:41:12,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements! Due to hackings, no DM’s!"
7,TODAYshow,4238588,Studio 1A,TODAY,2007-07-26 19:56:22,America's favorite morning show
7,iamcardib,17569481,"Mars, NYC",iamcardib,2012-10-07 20:53:16,DIAMOND PUSSHY
7,jimmykimmel,12036738,Los Angeles,Jimmy Kimmel,2009-03-23 18:05:56,1997 Bowling Digest Co-Bowler of the Year
7,MSNBC,4165202,,MSNBC,2007-03-29 13:15:41,"The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily."
6,dbongino,2446157,"Florida, USA",Dan Bongino,2011-01-01 17:50:03,RESIST
5,EricTrump,4194235,,Eric Trump,2009-05-11 21:42:30,Executive Vice President of The @Trump Organization. Husband to @LaraLeaTrump. Large advocate of @StJude Children's Hospital @TrumpWinery #MakeAmericaGreatAgain
5,StephenAtHome,19398264,,Stephen Colbert,2008-09-15 22:31:44,Evie’s husband
5,LukeBryanOnline,9504652,"Nashville, TN",Luke Bryan,2008-10-30 21:14:38,#BornHereLiveHereDieHere Deluxe Edition: Pre-Save & Pre-Order Now
5,BleacherReport,9541780,,Bleacher Report,2007-03-10 23:52:36,Get the Free B/R App
2,CGTNOfficial,13642837,"Beijing, China",CGTN,2013-01-24 03:18:59,CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.
2,melissadderosa,57912,"New York, NY",Melissa DeRosa,2011-08-23 15:39:47,"Secretary to NY State Governor Andrew Cuomo, Chairwoman of the NYS Council on Women & Girls. Daily COVID-19 briefings: https://t.co/ysgMrHSPy8"
2,HealthNYGov,24457,,NYSDOH,2010-03-17 17:18:04,"We protect and promote the health of NY'ers by preventing & reducing the threats to public health & assuring access to affordable, high-quality health services."
2,NYSDEC,25245,"Albany, NY",NYSDEC,2013-05-21 20:07:58,"The official feed of the New York State Department of Environmental Conservation. This account is monitored M-F, 8:30am-5pm EST."
2,I_LOVE_NY,314704,New York State,I LOVE NEW YORK,2009-06-10 17:13:40,"The official Twitter account for New York State tourism. 
Find what you love in New York State. 
Discover more: #ISpyNY #ILoveNY"
2,HuffPost,11466579,,HuffPost,2008-04-24 14:07:28,"At HuffPost, we put people first. We believe that real life is news, and news is personal. Read more: https://t.co/yRpf6zNyOL"
2,NYSenate,58743,"Albany, NY",New York Senate,2009-02-09 06:25:31,News from the New York Senate.
2,Drake,39395034,Paradise,Drizzy,2009-03-28 07:17:46,
4,netflix,11192562,"California, USA",Netflix,2008-10-03 04:16:17,Black Lives Matter. Black Stories Matter. Follow @StrongBlackLead
4,FallonTonight,4363518,Back in 30 Rock!,The Tonight Show,2009-01-30 17:26:46,The Tonight Show starring @JimmyFallon Weeknights 11:35/10:35c on @NBC Tweet along with us using #FallonTonight
4,RealCandaceO,2656241,"New York, USA",Candace Owens,2017-06-23 13:45:19,New York Times best-selling author. Founder of @BLEXIT organization. Black people don’t have to be Democrats— still.
4,SenWarren,6947790,,Elizabeth Warren,2012-11-25 15:14:27,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account."
4,tedcruz,4366540,"Houston, Texas",Ted Cruz,2009-03-06 03:20:20,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate."
3,chrissyteigen,13723604,couch,chrissy teigen,2009-05-11 22:50:04,de-motivational speaker
3,TheOnion,11725500,,The Onion,2008-03-04 02:48:37,America's Finest News Source.
3,britneyspears,56069052,"Los Angeles, CA",Britney Spears,2008-09-22 20:47:35,
1,NCAA,1961674,,NCAA,2009-04-14 13:36:56,The official Twitter account of the NCAA.
1,SyracusePolice,2781,"Syracuse, NY",Syracuse Police Department,2019-01-21 12:54:53,Official Syracuse Police Twitter. This page is NOT monitored 24/7. Call 911 for emergencies
1,SecondGentleman,1475063,,Douglas Emhoff,2021-01-13 02:29:37,Second Gentleman of the United States. Devoted dad. Proud husband to @VP Kamala Harris.
1,jaketapper,3353988,"Washington, D.C.",Jake Tapper,2008-04-25 17:23:28,"Dad; husband; anchor of @TheLeadCNN and @CNNSOTU; author of @TheOutpostbook, @TheHellfireClub, soon @Devil_May_Dance; long-suffering Philly sports fan. 🦅 🇺🇸"
1,NewsChannel9,77971,"Syracuse, NY",NewsChannel 9,2008-06-16 16:24:45,"Syracuse, NY: NewsChannel 9 WSYR provides the latest news, weather and sports for Central New York. #LocalSYR"
1,syracusedotcom,93869,"Syracuse, NY",syracuse.com,2008-09-27 00:17:13,"We bring you the best in Syracuse and Central New York news, sports and more."
1,NWSBinghamton,28895,"Johnson City, NY",NWS Binghamton,2012-09-08 01:07:48,"Official Twitter Account for National Weather Service Binghamton, NY.  Details: http://t.co/DT7PGbdIaq"
1,NYCMayor,1532849,"New York, NY",Mayor Bill de Blasio,2009-01-31 22:10:26,Fighting every day to make New York the fairest big city in America. He/him/his. (https://t.co/N0igPl3T7S)
1,CNYCentral,83541,Central New York,CNYCentral,2009-02-11 21:24:27,"CNYCentral is your source for news, weather, entertainment & sports in Syracuse & Central New York on NBC3/WSTM, CBS5/WTVH & CW6/WSTQ."
1,uticaOD,14214,13501,Observer-Dispatch,2008-11-08 02:55:17,The best source for local news in the Mohawk Valley. Reach us at news@uticaod.com Follow our reporters: https://t.co/FRAwjLZx09
1,PeteButtigieg,3477324,"South Bend, Indiana",Pete Buttigieg,2010-12-13 16:49:04,"Personal account. For official updates, follow @SecretaryPete. Husband, veteran, writer, South Bend’s former Mayor Pete. (he/him)"
1,seankirst,6351,,sean kirst,2009-03-25 16:28:03,"Columnist for The Buffalo News, storyteller, TedX speaker, Godfather of international Tolkien Reading Day and Upstate journalist since 1974, loyalist for life."
1,BobLonsberry,19948,"Mount Morris, New York",Bob Lonsberry,2011-03-16 17:04:21,"Father of 9, Army veteran, marathon runner, NRA, member of The Church of Jesus Christ of Latter-day Saints. Talk-show host at WHAM radio and WSYR radio."
